Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,Segment_enc,Region_enc,Category_enc,Ship Mode_enc
US-2023-001878,2023-05-11,2023-05-14,Standard Class,CUS-3641,Corporate,West,Arizona,Technology,Phones,1420.6,3,0.1,230.97,1,3,2,3
US-2021-001880,2021-09-07,2021-09-08,Second Class,CUS-9818,Corporate,Central,Wisconsin,Office Supplies,Art,74.22,6,0.3,11.98,1,0,1,2
US-2023-001882,2023-05-18,2023-05-21,Same Day,CUS-3675,Consumer,Central,Michigan,Technology,Accessories,344.01,5,0.4,20.69,0,0,2,1
US-2022-001883,2022-03-30,2022-04-06,Same Day,CUS-2156,Home Office,West,Oregon,Office Supplies,Paper,147.82,9,0.1,23.6,2,3,1,1
US-2023-001884,2023-07-13,2023-07-18,Second Class,CUS-7208,Home Office,East,Ohio,Furniture,Tables,2565.96,6,0.4,176.24,2,1,0,2
US-2020-001885,2020-02-23,2020-02-26,First Class,CUS-6396,Consumer,West,Oregon,Office Supplies,Labels,46.83,7,0.0,13.37,0,3,1,0
US-2023-001886,2023-08-04,2023-08-05,Second Class,CUS-7179,Corporate,Central,Michigan,Technology,Accessories,87.92,1,0.0,29.59,1,0,2,2
US-2021-001887,2021-03-31,2021-04-07,Standard Class,CUS-5620,Consumer,West,California,Office Supplies,Art,26.75,2,0.3,2.06,0,3,1,3
US-2023-001888,2023-02-03,2023-02-08,Standard Class,CUS-8812,Consumer,West,California,Furniture,Tables,2741.9,6,0.4,202.8,0,3,0,3
US-2023-001889,2023-04-28,2023-05-01,Second Class,CUS-5380,Home Office,Central,Texas,Office Supplies,Paper,42.61,3,0.4,5.25,2,0,1,2
US-2021-001891,2021-08-10,2021-08-15,Second Class,CUS-6123,Home Office,South,Mississippi,Furniture,Chairs,1169.2,5,0.4,115.04,2,2,0,2
US-2020-001892,2020-07-03,2020-07-04,Second Class,CUS-9074,Consumer,West,Washington,Office Supplies,Binders,57.44,2,0.2,12.3,0,3,1,2
US-2022-001894,2022-05-20,2022-05-25,First Class,CUS-3864,Home Office,East,Florida,Office Supplies,Art,29.76,3,0.1,5.06,2,1,1,0
US-2020-001895,2020-06-02,2020-06-07,First Class,CUS-7115,Corporate,East,Florida,Furniture,Furnishings,343.17,7,0.0,93.08,1,1,0,0
US-2020-001896,2020-08-19,2020-08-24,Standard Class,CUS-4490,Consumer,East,Florida,Furniture,Furnishings,286.39,5,0.2,48.9,0,1,0,3
US-2020-001897,2020-01-05,2020-01-12,First Class,CUS-1096,Home Office,East,Ohio,Furniture,Furnishings,44.1,1,0.3,1.77,2,1,0,0
US-2023-001898,2023-06-14,2023-06-21,First Class,CUS-6808,Corporate,Central,Michigan,Technology,Accessories,247.73,3,0.4,7.24,1,0,2,0
US-2020-001899,2020-01-19,2020-01-20,First Class,CUS-3029,Consumer,South,Louisiana,Office Supplies,Labels,17.9,3,0.4,0.39,0,2,1,0
US-2022-001900,2022-09-25,2022-09-26,Same Day,CUS-8017,Consumer,East,Ohio,Furniture,Bookcases,931.3,5,0.3,134.39,0,1,0,1
US-2021-001901,2021-01-08,2021-01-13,Same Day,CUS-1095,Home Office,West,Nevada,Technology,Computers,4066.42,6,0.4,230.55,2,3,2,1
US-2020-001903,2020-11-24,2020-11-27,Same Day,CUS-7551,Consumer,South,Alabama,Furniture,Furnishings,249.1,3,0.3,13.99,0,2,0,1
US-2022-001904,2022-10-24,2022-10-31,First Class,CUS-4874,Consumer,East,New York,Technology,Computers,4591.72,6,0.0,365.13,0,1,2,0
US-2020-001905,2020-04-16,2020-04-21,First Class,CUS-8961,Home Office,South,Mississippi,Furniture,Furnishings,335.2,5,0.2,62.92,2,2,0,0
US-2020-001906,2020-06-18,2020-06-25,Second Class,CUS-5052,Consumer,East,Florida,Technology,Accessories,137.71,2,0.2,5.21,0,1,2,2
US-2023-001907,2023-09-26,2023-10-03,First Class,CUS-4091,Home Office,East,Virginia,Office Supplies,Fasteners,39.35,9,0.0,13.39,2,1,1,0
US-2023-001908,2023-04-25,2023-04-28,Same Day,CUS-7984,Consumer,East,New York,Technology,Accessories,308.51,4,0.0,86.62,0,1,2,1
US-2020-001909,2020-02-06,2020-02-09,Same Day,CUS-6507,Corporate,West,California,Office Supplies,Storage,249.87,4,0.1,34.05,1,3,1,1
US-2022-001910,2022-05-22,2022-05-29,Standard Class,CUS-5596,Corporate,West,Arizona,Furniture,Chairs,1102.84,5,0.3,50.7,1,3,0,3
US-2021-001911,2021-12-19,2021-12-26,Second Class,CUS-4473,Consumer,East,Ohio,Technology,Phones,564.84,1,0.3,84.86,0,1,2,2
US-2021-001912,2021-08-07,2021-08-14,Same Day,CUS-6476,Consumer,Central,Wisconsin,Technology,Accessories,643.0,8,0.3,71.52,0,0,2,1
US-2021-001913,2021-09-15,2021-09-16,Second Class,CUS-4903,Home Office,West,California,Furniture,Bookcases,771.86,6,0.1,139.84,2,3,0,2
US-2023-001915,2023-04-16,2023-04-19,First Class,CUS-8769,Consumer,East,Virginia,Office Supplies,Labels,60.08,6,0.2,9.31,0,1,1,0
US-2021-001916,2021-02-17,2021-02-20,Same Day,CUS-6996,Consumer,West,Washington,Office Supplies,Fasteners,21.95,5,0.3,3.2,0,3,1,1
US-2022-001917,2022-07-07,2022-07-08,Same Day,CUS-5491,Corporate,South,Georgia,Office Supplies,Labels,8.1,1,0.0,2.0,1,2,1,1
US-2023-001918,2023-11-27,2023-11-30,First Class,CUS-9723,Home Office,Central,Texas,Office Supplies,Paper,116.19,7,0.5,5.28,2,0,1,0
US-2022-001919,2022-11-17,2022-11-18,Same Day,CUS-4390,Home Office,East,Virginia,Office Supplies,Art,127.9,7,0.2,10.09,2,1,1,1
US-2021-001920,2021-01-11,2021-01-12,First Class,CUS-5971,Consumer,East,Florida,Office Supplies,Art,92.23,9,0.2,11.13,0,1,1,0
US-2020-001922,2020-03-21,2020-03-24,First Class,CUS-1022,Corporate,Central,Illinois,Office Supplies,Paper,70.63,4,0.0,8.63,1,0,1,0
US-2023-001923,2023-08-21,2023-08-26,Standard Class,CUS-6318,Consumer,Central,Michigan,Office Supplies,Paper,84.65,7,0.2,6.21,0,0,1,3
US-2020-001924,2020-04-27,2020-04-28,Standard Class,CUS-7258,Home Office,Central,Tennessee,Technology,Accessories,97.0,1,0.0,23.64,2,0,2,3
US-2022-001926,2022-07-02,2022-07-05,Same Day,CUS-4031,Consumer,South,Alabama,Technology,Copiers,3708.34,3,0.5,338.15,0,2,2,1
US-2020-001927,2020-12-26,2020-12-29,Standard Class,CUS-7458,Home Office,South,Tennessee,Technology,Accessories,378.29,3,0.0,47.54,2,2,2,3
US-2020-001929,2020-10-08,2020-10-09,First Class,CUS-5068,Corporate,West,Nevada,Technology,Phones,500.19,1,0.0,134.32,1,3,2,0
US-2020-001930,2020-06-20,2020-06-25,First Class,CUS-3281,Consumer,East,Florida,Technology,Accessories,168.81,2,0.1,34.5,0,1,2,0
US-2022-001931,2022-09-10,2022-09-17,Same Day,CUS-9906,Corporate,East,Ohio,Technology,Computers,731.62,1,0.2,104.97,1,1,2,1
US-2020-001933,2020-02-19,2020-02-22,Standard Class,CUS-2841,Consumer,South,Louisiana,Office Supplies,Storage,194.51,4,0.4,7.89,0,2,1,3
US-2022-001934,2022-10-04,2022-10-07,Standard Class,CUS-2939,Consumer,West,Washington,Furniture,Chairs,2344.9,10,0.1,334.07,0,3,0,3
US-2022-001935,2022-01-08,2022-01-09,Second Class,CUS-7967,Consumer,West,Arizona,Furniture,Bookcases,1521.6,10,0.0,173.54,0,3,0,2
US-2020-001936,2020-11-03,2020-11-08,Standard Class,CUS-1035,Consumer,Central,Michigan,Furniture,Bookcases,977.28,5,0.0,295.34,0,0,0,3
US-2020-001937,2020-10-31,2020-11-03,Same Day,CUS-8003,Corporate,Central,Illinois,Office Supplies,Art,28.86,2,0.0,6.14,1,0,1,1
US-2021-001938,2021-07-24,2021-07-27,Second Class,CUS-7944,Consumer,West,Oregon,Furniture,Bookcases,839.27,6,0.5,50.99,0,3,0,2
US-2022-001939,2022-09-12,2022-09-19,Second Class,CUS-9826,Home Office,Central,Illinois,Furniture,Furnishings,521.08,9,0.5,34.31,2,0,0,2
US-2022-001940,2022-12-29,2023-01-05,Same Day,CUS-4853,Consumer,East,Virginia,Office Supplies,Labels,46.46,4,0.0,14.5,0,1,1,1
US-2022-001941,2022-01-10,2022-01-11,Same Day,CUS-6912,Corporate,East,New York,Technology,Phones,379.63,1,0.3,56.21,1,1,2,1
US-2020-001943,2020-08-28,2020-08-31,Same Day,CUS-8812,Home Office,South,Georgia,Furniture,Chairs,381.77,2,0.0,47.34,2,2,0,1
US-2020-001945,2020-11-02,2020-11-05,Standard Class,CUS-1216,Home Office,South,Tennessee,Furniture,Furnishings,392.97,6,0.5,20.09,2,2,0,3
US-2021-001946,2021-08-10,2021-08-11,First Class,CUS-1178,Home Office,East,New York,Office Supplies,Paper,143.64,9,0.0,15.97,2,1,1,0
US-2022-001947,2022-03-22,2022-03-29,Standard Class,CUS-7941,Home Office,South,Mississippi,Office Supplies,Labels,40.88,5,0.1,9.14,2,2,1,3
US-2020-001948,2020-11-17,2020-11-22,Second Class,CUS-4586,Corporate,West,Arizona,Office Supplies,Paper,142.83,7,0.0,15.2,1,3,1,2
US-2022-001949,2022-03-14,2022-03-17,Standard Class,CUS-3700,Corporate,West,Nevada,Office Supplies,Fasteners,32.98,7,0.4,3.84,1,3,1,3
US-2020-001950,2020-04-21,2020-04-26,First Class,CUS-1459,Corporate,South,Tennessee,Technology,Phones,2574.66,6,0.3,70.63,1,2,2,0
US-2021-001951,2021-05-05,2021-05-10,First Class,CUS-4305,Consumer,East,Florida,Technology,Phones,2208.79,5,0.1,110.82,0,1,2,0
US-2023-001952,2023-07-31,2023-08-01,First Class,CUS-6154,Consumer,East,Ohio,Office Supplies,Art,11.86,1,0.0,1.31,0,1,1,0
US-2020-001953,2020-07-09,2020-07-14,Same Day,CUS-6830,Corporate,West,Oregon,Office Supplies,Paper,95.84,6,0.4,6.27,1,3,1,1
US-2020-001954,2020-09-22,2020-09-23,First Class,CUS-8814,Home Office,Central,Indiana,Office Supplies,Paper,14.66,1,0.4,0.57,2,0,1,0
US-2023-001955,2023-04-15,2023-04-16,Same Day,CUS-3307,Consumer,Central,Illinois,Technology,Phones,1549.37,4,0.1,401.53,0,0,2,1
US-2020-001956,2020-11-25,2020-11-30,Standard Class,CUS-4917,Corporate,South,Tennessee,Furniture,Furnishings,93.49,1,0.4,6.12,1,2,0,3
US-2021-001957,2021-03-03,2021-03-04,Same Day,CUS-9964,Home Office,East,Florida,Technology,Phones,1175.33,3,0.2,210.58,2,1,2,1
US-2020-001958,2020-06-27,2020-07-04,Second Class,CUS-6952,Corporate,West,Nevada,Furniture,Tables,1096.75,2,0.2,167.98,1,3,0,2
US-2021-001959,2021-12-24,2021-12-25,Same Day,CUS-3301,Home Office,West,Washington,Furniture,Furnishings,387.43,5,0.5,20.2,2,3,0,1
US-2020-001960,2020-09-10,2020-09-17,Same Day,CUS-9396,Corporate,West,Oregon,Furniture,Tables,4528.64,8,0.3,122.79,1,3,0,1
US-2023-001961,2023-07-03,2023-07-08,Same Day,CUS-1934,Home Office,Central,Texas,Office Supplies,Art,56.58,5,0.0,8.86,2,0,1,1
US-2021-001962,2021-05-16,2021-05-17,Same Day,CUS-7360,Corporate,East,New York,Technology,Copiers,2682.43,2,0.1,173.01,1,1,2,1
US-2022-001963,2022-08-04,2022-08-05,Same Day,CUS-7503,Corporate,Central,Indiana,Technology,Phones,1180.22,3,0.0,229.31,1,0,2,1
US-2022-001964,2022-06-06,2022-06-09,Standard Class,CUS-2873,Consumer,South,Alabama,Furniture,Furnishings,240.98,4,0.5,5.02,0,2,0,3
US-2023-001967,2023-07-25,2023-07-28,Standard Class,CUS-7876,Consumer,West,Washington,Furniture,Chairs,1204.41,5,0.5,105.32,0,3,0,3
US-2022-001968,2022-12-10,2022-12-13,First Class,CUS-4253,Consumer,Central,Illinois,Furniture,Bookcases,919.28,5,0.0,273.5,0,0,0,0
US-2021-001969,2021-12-16,2021-12-23,Second Class,CUS-1162,Home Office,South,Louisiana,Office Supplies,Art,97.13,6,0.4,2.9,2,2,1,2
US-2023-001970,2023-02-22,2023-02-25,Second Class,CUS-8514,Home Office,West,Arizona,Furniture,Bookcases,104.99,1,0.0,15.78,2,3,0,2
US-2021-001973,2021-12-13,2021-12-16,Standard Class,CUS-9226,Consumer,East,Florida,Furniture,Chairs,1647.13,5,0.2,104.31,0,1,0,3
US-2020-001974,2020-09-12,2020-09-19,Standard Class,CUS-2857,Corporate,South,Louisiana,Furniture,Furnishings,528.03,9,0.3,50.62,1,2,0,3
US-2020-001975,2020-12-26,2021-01-02,Second Class,CUS-8167,Consumer,South,Alabama,Office Supplies,Art,94.74,7,0.2,7.4,0,2,1,2
US-2023-001976,2023-07-22,2023-07-27,First Class,CUS-2698,Consumer,West,California,Office Supplies,Binders,280.61,10,0.4,30.99,0,3,1,0
US-2022-001977,2022-10-13,2022-10-14,First Class,CUS-4651,Home Office,South,Mississippi,Office Supplies,Storage,646.44,7,0.1,176.6,2,2,1,0
US-2022-001978,2022-07-20,2022-07-27,First Class,CUS-1124,Corporate,West,Washington,Furniture,Furnishings,399.56,7,0.4,28.75,1,3,0,0
US-2022-001979,2022-02-06,2022-02-09,Standard Class,CUS-7792,Home Office,Central,Michigan,Furniture,Furnishings,215.11,4,0.0,61.46,2,0,0,3
US-2020-001980,2020-03-07,2020-03-08,Standard Class,CUS-4962,Corporate,West,Washington,Furniture,Tables,4236.67,10,0.4,298.99,1,3,0,3
US-2023-001981,2023-02-12,2023-02-19,Same Day,CUS-3846,Home Office,East,Florida,Technology,Copiers,3475.92,3,0.4,234.21,2,1,2,1
US-2022-001982,2022-04-05,2022-04-10,First Class,CUS-7422,Consumer,East,Virginia,Office Supplies,Paper,145.83,9,0.0,33.01,0,1,1,0
US-2023-001983,2023-07-08,2023-07-13,First Class,CUS-3507,Consumer,East,Ohio,Technology,Phones,2201.95,7,0.0,349.38,0,1,2,0
US-2020-001984,2020-02-26,2020-02-27,Second Class,CUS-4633,Home Office,South,Georgia,Furniture,Bookcases,357.18,3,0.1,17.11,2,2,0,2
US-2021-001985,2021-08-31,2021-09-03,First Class,CUS-2694,Corporate,East,Virginia,Furniture,Chairs,576.89,3,0.0,172.78,1,1,0,0
US-2020-001986,2020-08-15,2020-08-22,Standard Class,CUS-9097,Consumer,West,California,Furniture,Tables,863.77,2,0.0,177.44,0,3,0,3
US-2023-001989,2023-09-12,2023-09-13,Same Day,CUS-3595,Corporate,West,Oregon,Office Supplies,Labels,86.87,9,0.0,26.29,1,3,1,1
US-2022-001990,2022-12-04,2022-12-09,First Class,CUS-4543,Home Office,West,Washington,Office Supplies,Binders,318.73,9,0.0,92.68,2,3,1,0
US-2022-001991,2022-01-17,2022-01-18,Second Class,CUS-5483,Corporate,East,New York,Technology,Phones,1061.94,3,0.2,139.08,1,1,2,2
US-2022-001992,2022-09-13,2022-09-16,Standard Class,CUS-4163,Home Office,West,Oregon,Furniture,Furnishings,376.35,7,0.4,11.39,2,3,0,3
US-2021-001993,2021-05-27,2021-05-30,First Class,CUS-4372,Corporate,East,Ohio,Office Supplies,Labels,43.65,5,0.0,8.68,1,1,1,0
US-2022-001994,2022-09-26,2022-10-03,Standard Class,CUS-8033,Home Office,South,Louisiana,Furniture,Chairs,2558.69,10,0.4,280.67,2,2,0,3
US-2021-001995,2021-02-13,2021-02-18,Second Class,CUS-5808,Corporate,Central,Tennessee,Technology,Accessories,752.22,10,0.4,29.98,1,0,2,2
US-2023-001996,2023-05-21,2023-05-26,Second Class,CUS-5019,Consumer,South,Georgia,Furniture,Furnishings,187.94,3,0.3,9.06,0,2,0,2
US-2021-001998,2021-03-13,2021-03-20,First Class,CUS-9638,Home Office,Central,Illinois,Furniture,Bookcases,1773.97,10,0.1,103.83,2,0,0,0
US-2021-001999,2021-03-21,2021-03-22,First Class,CUS-6206,Home Office,Central,Wisconsin,Office Supplies,Fasteners,28.8,7,0.4,1.58,2,0,1,0
US-2021-002000,2021-10-17,2021-10-20,Same Day,CUS-3033,Corporate,East,Tennessee,Technology,Accessories,557.28,7,0.0,69.15,1,1,2,1
US-2022-002001,2022-07-16,2022-07-19,Second Class,CUS-1076,Corporate,Central,Tennessee,Office Supplies,Binders,156.94,5,0.0,19.6,1,0,1,2
US-2022-002002,2022-08-03,2022-08-08,First Class,CUS-2558,Consumer,East,Virginia,Furniture,Chairs,431.67,2,0.5,35.98,0,1,0,0
US-2022-002003,2022-04-30,2022-05-05,Same Day,CUS-7444,Corporate,Central,Michigan,Technology,Accessories,658.49,8,0.0,186.36,1,0,2,1
US-2021-002004,2021-09-03,2021-09-10,First Class,CUS-3273,Corporate,South,Georgia,Technology,Computers,693.96,1,0.0,136.2,1,2,2,0
US-2020-002005,2020-08-03,2020-08-08,First Class,CUS-1860,Consumer,South,Tennessee,Technology,Accessories,556.4,9,0.0,38.28,0,2,2,0
US-2021-002006,2021-06-15,2021-06-16,First Class,CUS-5422,Corporate,West,California,Furniture,Bookcases,1656.67,10,0.4,62.03,1,3,0,0
US-2023-002007,2023-12-01,2023-12-04,First Class,CUS-8320,Corporate,East,Florida,Technology,Accessories,328.2,3,0.4,23.21,1,1,2,0
US-2023-002008,2023-09-30,2023-10-01,Same Day,CUS-2504,Corporate,East,Florida,Furniture,Bookcases,1183.06,8,0.1,313.41,1,1,0,1
US-2021-002009,2021-06-24,2021-06-29,Second Class,CUS-2231,Home Office,West,Oregon,Office Supplies,Fasteners,15.37,4,0.0,3.83,2,3,1,2
US-2022-002010,2022-10-09,2022-10-10,Second Class,CUS-2712,Home Office,East,New York,Furniture,Furnishings,312.93,4,0.5,20.47,2,1,0,2
US-2021-002011,2021-11-28,2021-12-01,Same Day,CUS-3130,Home Office,Central,Michigan,Office Supplies,Paper,206.16,9,0.0,13.54,2,0,1,1
US-2021-002012,2021-03-24,2021-03-29,Second Class,CUS-7931,Home Office,South,Louisiana,Furniture,Tables,967.52,2,0.2,83.25,2,2,0,2
US-2020-002013,2020-12-02,2020-12-07,First Class,CUS-8550,Corporate,West,Washington,Office Supplies,Binders,176.96,4,0.0,60.94,1,3,1,0
US-2021-002014,2021-01-18,2021-01-23,Same Day,CUS-6806,Home Office,West,Nevada,Furniture,Bookcases,243.71,2,0.0,60.01,2,3,0,1
US-2022-002015,2022-06-02,2022-06-05,Same Day,CUS-5466,Home Office,East,Virginia,Office Supplies,Storage,58.47,1,0.5,3.85,2,1,1,1
US-2022-002016,2022-01-27,2022-01-28,Same Day,CUS-3894,Home Office,West,Nevada,Technology,Accessories,283.85,4,0.4,39.56,2,3,2,1
US-2023-002017,2023-05-01,2023-05-06,First Class,CUS-4597,Corporate,South,Mississippi,Office Supplies,Binders,125.21,4,0.0,19.39,1,2,1,0
US-2020-002018,2020-08-23,2020-08-24,Second Class,CUS-7628,Corporate,West,Arizona,Technology,Phones,1606.71,5,0.1,126.88,1,3,2,2
US-2022-002019,2022-03-13,2022-03-20,Standard Class,CUS-6695,Home Office,West,Washington,Furniture,Tables,1335.19,3,0.1,138.51,2,3,0,3
US-2023-002020,2023-07-28,2023-08-02,Second Class,CUS-6002,Consumer,Central,Texas,Office Supplies,Fasteners,51.31,10,0.5,3.36,0,0,1,2
US-2020-002022,2020-01-27,2020-02-03,Second Class,CUS-6769,Consumer,South,Alabama,Furniture,Chairs,772.24,3,0.0,206.07,0,2,0,2
US-2022-002024,2022-12-11,2022-12-14,Standard Class,CUS-6747,Consumer,East,New York,Office Supplies,Storage,769.17,8,0.5,17.2,0,1,1,3
US-2023-002025,2023-01-22,2023-01-27,Same Day,CUS-9484,Corporate,South,Alabama,Technology,Accessories,354.0,5,0.3,36.8,1,2,2,1
US-2022-002027,2022-10-16,2022-10-17,Same Day,CUS-7189,Home Office,East,Florida,Furniture,Tables,1253.99,2,0.1,260.31,2,1,0,1
US-2023-002028,2023-08-01,2023-08-02,Second Class,CUS-7836,Corporate,Central,Wisconsin,Furniture,Bookcases,842.11,6,0.4,59.62,1,0,0,2
US-2021-002029,2021-07-19,2021-07-24,Standard Class,CUS-6685,Home Office,East,New York,Office Supplies,Binders,200.41,7,0.5,12.84,2,1,1,3
US-2021-002031,2021-09-13,2021-09-20,Standard Class,CUS-3022,Corporate,Central,Texas,Furniture,Chairs,1178.69,4,0.2,148.73,1,0,0,3
US-2020-002032,2020-04-18,2020-04-25,Standard Class,CUS-3256,Corporate,Central,Texas,Office Supplies,Binders,25.85,1,0.2,4.97,1,0,1,3
US-2021-002034,2021-03-24,2021-03-25,Same Day,CUS-5948,Consumer,South,Alabama,Furniture,Furnishings,103.91,2,0.2,10.41,0,2,0,1
US-2023-002035,2023-05-07,2023-05-12,Standard Class,CUS-3223,Corporate,East,Florida,Office Supplies,Paper,66.16,4,0.2,9.15,1,1,1,3
US-2022-002036,2022-05-02,2022-05-05,Standard Class,CUS-7159,Consumer,Central,Michigan,Office Supplies,Fasteners,35.28,8,0.0,11.05,0,0,1,3
US-2022-002037,2022-06-13,2022-06-14,Standard Class,CUS-6803,Corporate,East,Florida,Office Supplies,Fasteners,32.83,6,0.5,3.06,1,1,1,3
US-2022-002038,2022-05-25,2022-06-01,First Class,CUS-3303,Corporate,South,Louisiana,Office Supplies,Binders,188.06,7,0.0,34.86,1,2,1,0
US-2023-002039,2023-06-13,2023-06-18,Standard Class,CUS-3063,Home Office,East,Florida,Technology,Accessories,90.74,1,0.4,10.43,2,1,2,3
US-2022-002040,2022-04-05,2022-04-06,First Class,CUS-6463,Corporate,South,Mississippi,Technology,Phones,1702.82,5,0.0,118.45,1,2,2,0
US-2022-002042,2022-11-23,2022-11-26,Second Class,CUS-4288,Consumer,South,Tennessee,Furniture,Bookcases,198.02,1,0.5,11.84,0,2,0,2
US-2020-002043,2020-08-22,2020-08-23,First Class,CUS-2697,Home Office,West,Washington,Office Supplies,Binders,96.01,4,0.1,19.64,2,3,1,0
US-2022-002044,2022-08-28,2022-08-29,First Class,CUS-4849,Consumer,South,Louisiana,Furniture,Furnishings,514.75,8,0.0,84.48,0,2,0,0
US-2023-002045,2023-01-24,2023-01-29,Same Day,CUS-4943,Consumer,South,Mississippi,Technology,Phones,1199.06,3,0.0,406.89,0,2,2,1
US-2020-002046,2020-12-15,2020-12-18,Standard Class,CUS-7018,Corporate,South,Louisiana,Office Supplies,Binders,357.01,10,0.5,22.17,1,2,1,3
US-2023-002047,2023-09-29,2023-10-04,First Class,CUS-1458,Home Office,South,Louisiana,Furniture,Furnishings,403.45,7,0.0,116.14,2,2,0,0
US-2021-002048,2021-08-03,2021-08-10,First Class,CUS-1698,Corporate,West,Arizona,Office Supplies,Storage,68.56,1,0.5,4.94,1,3,1,0
US-2021-002049,2021-12-27,2021-12-30,First Class,CUS-6715,Corporate,South,Louisiana,Technology,Accessories,1087.83,9,0.1,152.03,1,2,2,0
US-2023-002050,2023-12-17,2023-12-24,Second Class,CUS-5560,Home Office,West,Washington,Furniture,Bookcases,1888.98,8,0.0,396.51,2,3,0,2
US-2023-002051,2023-09-10,2023-09-15,Same Day,CUS-9306,Home Office,South,Georgia,Furniture,Furnishings,543.8,10,0.0,140.72,2,2,0,1
US-2023-002052,2023-09-11,2023-09-16,Standard Class,CUS-1736,Home Office,East,Ohio,Office Supplies,Labels,65.7,7,0.0,9.53,2,1,1,3
US-2020-002053,2020-03-01,2020-03-04,First Class,CUS-4876,Home Office,East,New York,Furniture,Furnishings,411.43,6,0.1,109.64,2,1,0,0
US-2020-002054,2020-08-03,2020-08-06,First Class,CUS-2194,Consumer,South,Louisiana,Office Supplies,Storage,121.13,2,0.0,41.8,0,2,1,0
US-2022-002055,2022-06-23,2022-06-28,First Class,CUS-4272,Corporate,West,Washington,Office Supplies,Art,68.33,7,0.0,7.56,1,3,1,0
US-2021-002056,2021-02-04,2021-02-09,Standard Class,CUS-9659,Home Office,South,Louisiana,Technology,Computers,1782.33,3,0.4,231.39,2,2,2,3
US-2021-002057,2021-01-28,2021-01-29,First Class,CUS-9955,Consumer,West,California,Technology,Phones,2293.31,6,0.4,89.48,0,3,2,0
US-2023-002059,2023-06-20,2023-06-23,Same Day,CUS-2653,Corporate,West,Nevada,Technology,Phones,950.06,3,0.2,200.93,1,3,2,1
US-2023-002061,2023-12-11,2023-12-16,First Class,CUS-7540,Corporate,West,Washington,Office Supplies,Labels,51.27,4,0.2,6.04,1,3,1,0
US-2023-002062,2023-06-20,2023-06-21,Standard Class,CUS-7904,Corporate,West,Arizona,Office Supplies,Binders,34.02,1,0.3,4.53,1,3,1,3
US-2021-002063,2021-06-18,2021-06-21,Second Class,CUS-4860,Consumer,Central,Texas,Office Supplies,Fasteners,30.04,6,0.0,3.0,0,0,1,2
US-2022-002064,2022-10-07,2022-10-08,Same Day,CUS-8844,Consumer,West,Oregon,Office Supplies,Fasteners,63.4,10,0.0,11.3,0,3,1,1
US-2020-002065,2020-09-22,2020-09-27,Same Day,CUS-8824,Consumer,West,California,Office Supplies,Paper,81.73,6,0.4,1.79,0,3,1,1
US-2021-002066,2021-09-13,2021-09-16,Second Class,CUS-8899,Consumer,West,California,Office Supplies,Labels,60.21,7,0.0,12.54,0,3,1,2
US-2020-002067,2020-04-16,2020-04-23,Same Day,CUS-2933,Corporate,South,Tennessee,Office Supplies,Paper,34.26,2,0.5,3.26,1,2,1,1
US-2021-002069,2021-04-10,2021-04-17,Second Class,CUS-8185,Home Office,West,California,Technology,Phones,367.49,1,0.0,112.99,2,3,2,2
US-2023-002071,2023-09-08,2023-09-09,Second Class,CUS-5959,Corporate,West,California,Furniture,Bookcases,682.98,4,0.5,29.57,1,3,0,2
US-2022-002072,2022-01-21,2022-01-26,Standard Class,CUS-1884,Corporate,East,Florida,Office Supplies,Labels,64.05,9,0.0,18.99,1,1,1,3
US-2022-002074,2022-02-01,2022-02-04,Same Day,CUS-9174,Home Office,West,Washington,Office Supplies,Art,20.35,2,0.0,6.07,2,3,1,1
US-2020-002075,2020-03-10,2020-03-15,Standard Class,CUS-9115,Corporate,Central,Wisconsin,Technology,Phones,1868.17,5,0.1,77.84,1,0,2,3
US-2020-002076,2020-02-08,2020-02-15,Second Class,CUS-9724,Consumer,South,Louisiana,Technology,Copiers,3319.51,3,0.4,403.32,0,2,2,2
US-2020-002077,2020-04-17,2020-04-22,First Class,CUS-1448,Corporate,West,Arizona,Office Supplies,Storage,308.79,5,0.1,31.18,1,3,1,0
US-2021-002078,2021-11-29,2021-12-06,Same Day,CUS-7944,Consumer,South,Georgia,Office Supplies,Fasteners,27.85,5,0.5,1.29,0,2,1,1
US-2023-002079,2023-03-18,2023-03-23,Second Class,CUS-2401,Corporate,East,Virginia,Technology,Phones,1960.28,5,0.2,361.8,1,1,2,2
US-2021-002080,2021-05-26,2021-05-31,First Class,CUS-5104,Corporate,Central,Wisconsin,Office Supplies,Storage,445.39,6,0.2,70.72,1,0,1,0
US-2023-002081,2023-08-30,2023-08-31,Standard Class,CUS-1282,Home Office,West,Oregon,Furniture,Tables,3575.61,8,0.5,324.42,2,3,0,3
US-2022-002082,2022-06-19,2022-06-20,Same Day,CUS-1959,Corporate,South,Georgia,Office Supplies,Labels,30.05,4,0.4,4.21,1,2,1,1
US-2023-002083,2023-04-01,2023-04-02,Standard Class,CUS-5524,Home Office,Central,Wisconsin,Technology,Copiers,3982.82,3,0.2,235.21,2,0,2,3
US-2021-002084,2021-06-15,2021-06-22,Second Class,CUS-1630,Home Office,East,Pennsylvania,Technology,Phones,1627.12,4,0.0,240.05,2,1,2,2
